rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
38;Szalagos Jó Reggelt (Pull Through);pull;beginner;compound;gumiszalag;[5];"[13; 11]";"[Hajtsa át a zenekart egy oszlop körül. Kicsit távolabb állva; húzza meg az ellenkező végét a nyak körül. A keze segíthet a szalag helyén tartásában. „; „Kezdje úgy, hogy hajlítsa meg a csípőjét, és tegye vissza a fenekét, amennyire csak lehetséges. Tartsa laposan a hátát, és hajlítsa előre kb. 90 fokig. A térdének csak kissé hajlítottnak kell lennie. „; „Térjen vissza a kiindulási helyzetbe, és hajtson át a csípővel, hogy visszatérjen álló helyzetbe.]";powerlifting;"[""Band_Good_Morning_Pull_Through/0.jpg""; ""Band_Good_Morning_Pull_Through/1.jpg""]";Band_Good_Morning_Pull_Through
39;Szalagos Csípő Adduktor;pull;beginner;isolation;gumiszalag;[15];[];"[Rögzítse a szalagot egy szilárd oszlop vagy más tárgy köré. „; „Álljon bal oldalával az oszlophoz; és tegye át a jobb lábát a szalagon, és körbe helyezze a bokáját. „; „Álljon egyenesen, és tartsa meg az oszlopot, ha szükséges. Ez lesz a kiindulási pozíciód. „; „Tartsa egyenesen a térdet; emelje fel jobb lábát oldalra, amennyire csak lehet. „; „Térjen vissza a kiindulási helyzetbe, és ismételje meg a kívánt ismétlések számát. „; „Oldalváltás.]";strength;"[""Band_Hip_Adductions/0.jpg""; ""Band_Hip_Adductions/1.jpg""]";Band_Hip_Adductions
40;Szalag Húzás Oldalra;pull;beginner;isolation;gumiszalag;[2];"[9; 14]";"[Kezdje egyenesen előtted kinyújtott karjaival; mindkét kezével tartsa a szalagot. „; „Indítsa el a mozgást fordított repülési mozdulattal; mozgassa a kezét oldalirányban oldalra. „; „A mozgás végrehajtása közben tartsa kinyújtva a könyökét; a szalagot a mellkasához hozva. Ügyeljen arra, hogy az edzés során hátra tartsa a vállát. „; „Szüneteltetés a mozgás befejezésekor; visszatérés az irányítás alatt álló kiindulási helyzetbe.]";strength;"[""Band_Pull_Apart/0.jpg""; ""Band_Pull_Apart/1.jpg""]";Band_Pull_Apart
41;Szalagos Tricepsz Nyomás;push;beginner;isolation;gumiszalag;[6];[];"[Rögzítse a szalagot az állvány vagy a pad alapjához. Feküdjön a padra úgy, hogy a szalag sorba legyen a fejével. „; „Fogja meg a szalagot; emelje fel könyökét úgy, hogy a felkar merőleges legyen a padlóra. Hajlított könyökkel; a szalagnak a feje felett kell lennie. Ez lesz a kiindulási pozíciód. „; „Nyújtsa át a könyökét, hogy egyenesítse ki a karját; tartsa a felkarját a helyén. Szüneteljen a mozgás tetején; és térjen vissza a kiindulási helyzetbe. ]";strength;"[""Band_Skull_Crusher/0.jpg""; ""Band_Skull_Crusher/1.jpg""]";Band_Skull_Crusher
42;Rúddal Végzett Hasgörgés;pull;intermediate;compound;rúd;[3];"[11; 2]";"[Ehhez a gyakorlathoz nyomópozícióba kell kerülnie; de ahelyett, hogy a padlóra kerülne, inkább egy olimpiai súlyzóhoz fogsz ragadni (mindkét oldalon 5-10 font). Ez lesz a kiindulási pozíciód. „; „Miközben enyhe ívet tart a hátadon; emelje fel a csípőjét, és kilégzés közben gördítse a súlyzót a lábad felé. Tipp: A mozgás végrehajtása során a glüteinek fel kell jönnie; szorosan kell tartania a hasizmazát, és mindig fenn kell tartania a háttesttartást. A karjainak a mozgás során merőlegesnek kell lenniük a padlóra. Ha nem, akkor a válladat és a hátát jobban fogjátok edzeni, mint a hasit. „; „A tetején lévő második összehúzódás után belélegzés közben kezdjeje el lassan visszafordítani a súlyzót a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Barbell_Ab_Rollout/0.jpg""; ""Barbell_Ab_Rollout/1.jpg""]";Barbell_Ab_Rollout
43;Rúddal Végzett Hasgörgés Térden;pull;expert;compound;rúd;[3];"[11; 2]";"[Tartsa mindkét oldalán 5-10 fonttal töltött olimpiai súlyzót, és térdeljen a padlón. „; „Most helyezze a súlyzót a padlóra előtted úgy, hogy minden kezén és térdre legyen (mint térdelő, felfelé toló helyzetben). Ez lesz a kiindulási pozíciód. „; „Lassan gördítse a súlyzót egyenesen előre, nyújtva a testét egyenes helyzetbe. Tipp: Menjen le, amennyire csak lehet, anélkül, hogy a testével megérintené a padlót. Lélegezzen be a mozgás ezen része alatt. „; „Egy második szünet után a kinyújtott helyzetben; kezdjeje el visszahúzni magát a kiindulási helyzetbe, amikor kilélegzi. Tipp: Menjen lassan, és mindig tartsa szorosan a hasizát. ]";strength;"[""Barbell_Ab_Rollout_-_On_Knees/0.jpg""; ""Barbell_Ab_Rollout_-_On_Knees/1.jpg""]";Barbell_Ab_Rollout_-_On_Knees
44;Rúddal Végzett Fekvenyomás – Közepes Fogás;push;beginner;compound;rúd;[4];"[2; 6]";"[Feküdjön le egy lapos padra. Közepes szélességű markolat használatával (olyan markolat, amely 90 fokos szöget hoz létre az alkar és a felkar közötti mozgás közepén); emelje fel a rudat az állványról, és tartsa egyenesen felett, zárt karjaival. Ez lesz a kiindulási pozíciód. „; „A kiindulási helyzetből lélegezz be, és kezdjej lassan leereszkedni, amíg a rúd nem érinti a középső mellkasát. „; „Rövid szünet után nyomja vissza a rudat a kiindulási helyzetbe, miközben kilélegzi. Összpontosítson a rúd nyomására a mellkasi izmok segítségével. Rögzítse a karját, és nyomja össze a mellkasát a mozgás tetején összehúzott helyzetben; tartsa egy másodpercig, majd lassan kezdjejen újra leereszkedni. Tipp: Ideális esetben a súly csökkentése körülbelül kétszer annyi időt vesz igénybe, mint az emelés. „; „Ismételje meg a mozgást az előírt mennyiségű ismétléshez. „; „Ha kész, helyezze vissza a rudat az állványba.]";strength;"[""Barbell_Bench_Press_-_Medium_Grip/0.jpg""; ""Barbell_Bench_Press_-_Medium_Grip/1.jpg""]";Barbell_Bench_Press_-_Medium_Grip
45;Rúddal Végzett Bicepsz;pull;beginner;isolation;rúd;[7];[12];"[Álljon fel a törzsével egyenesen, miközben a súlyzót vállszélességű markolatnál tartja. A tenyerének előre kell néznie, a könyöknek pedig közel kell lennie a törzshez. Ez lesz a kiindulási pozíciód. „; „Miközben a felkarokat álló helyzetben tartja; hajlítsa előre a súlyokat, miközben a bicepszet összehúzza, miközben kilélegzi. Tipp: Csak az alkaroknak kell mozogniuk. „; „Folytassa a mozgást, amíg a bicepsz teljesen összehúzódik, és a rúd a vállszinten van. Tartsa egy másodpercig az összehúzott helyzetet, és szorítsa meg keményen a bicepszet. „; „Lassan kezdjeje visszahozni a rudat a kiindulási helyzetbe, amikor belélegzed. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Barbell_Curl/0.jpg""; ""Barbell_Curl/1.jpg""]";Barbell_Curl
46;Rúddal Végzett Ferdepados Fekvő Bicepsz;pull;beginner;isolation;rúd;[7];[];"[Feküdjön egy lejtős padon; karjaival súlyzó tartásával és vízszintes vonalban lógva. Ez lesz a kiindulási pozíciód. „; „Miközben a felkarokat álló helyzetben tartsa, hajlítsa fel a súlyt a lehető legmagasabbra, miközben összenyomja a bicepszet. Lélegezzen ki, miközben végrehajtja a mozgás ezen részét. Tipp: Csak az alkaroknak kell mozogniuk. Ne lengelje a karokat. „; „Egy második összehúzódás után; belélegzés közben lassan menjen vissza a kiindulási helyzetbe. Tipp: Győződjön meg róla, hogy végig lefelé halad. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Barbell_Curls_Lying_Against_An_Incline/0.jpg""; ""Barbell_Curls_Lying_Against_An_Incline/1.jpg""]";Barbell_Curls_Lying_Against_An_Incline
47;Rúddal Végzett Felhúzás;pull;intermediate;compound;rúd;[11];"[10; 12; 13; 5; 8; 9; 1; 14]";"[Álljon egy betöltött súlyzó előtt. „; „Miközben a hátát a lehető legegyenesebben tartsa; hajlítsa meg térdét; hajlítsa előre és fogja meg a rudat közepes (vállszélességű) túlkézi fogással. Ez lesz a gyakorlat kiindulási helyzete. Tipp: Ha ezzel a markolattal nehéz megtartani a rudat, váltsa fel a markolatát vagy használjon csuklópántokat. „; „A rúd tartása közben indítsa el a felemelést úgy, hogy lábával nyomja meg, miközben egyidejűleg a törzset függőleges helyzetbe állítja, miközben kilélegzi. Függőleges helyzetben; húzza ki a mellkasát, és húzza meg a hátát a vállpengék visszaállításával. Gondoljon arra, hogyan néznek ki a katonák a katonák, amikor figyelmen kívül állnak. „; „Térdre hajlítva térdre hajlítva térdbe menjen vissza a kiindulási helyzetbe, miközben egyidejűleg a törzset a deréknál előre hajolja, miközben a hátát egyenesen tartja. Amikor a rúdon lévő súlyok megérintik a padlót, akkor visszatérsz a kiindulási helyzetbe, és készen állsz egy újabb ismétlésre. „; „Végezze el a programban előírt ismétlések mennyiségét.]";strength;"[""Barbell_Deadlift/0.jpg""; ""Barbell_Deadlift/1.jpg""]";Barbell_Deadlift
48;Rúddal Végzett Teljes Guggolás;push;intermediate;compound;rúd;[1];"[10; 13; 5; 11]";"[Ezt a gyakorlatot biztonsági okokból legjobban guggoló állványon belül lehet végrehajtani. Először; először állítsa be a rudat egy állványra, közvetlenül a vállszint felett. A megfelelő magasság kiválasztása és a rúd betöltése után lépjenen a rúd alá, és helyezze át a váll hátulját (kissé a nyak alá). „; „Tartsa a rudat mindkét oldalán mindkét karjával, és emelje le az állványról úgy, hogy először a lábával nyomja meg, és ugyanakkor kiegyenesíti a törzset. „; „Lépjen el az állványtól, és helyezze el a lábát vállszélességű közepes állással, kissé kiemelve a lábujjakat. Tartsa mindig felfelé a fejét, és tartsa egyenes hátát. Ez lesz a kiindulási pozíciód. „; „Kezdje lassan leengedni a rúdot úgy, hogy hajlítsa meg a térdet, és hátra üljön a csípőjével, miközben egyenes testtartást tart fenn a fejjel felfelé. Folytassa lefelé, amíg a hamstringjai a borjakon nem kerülnek. Lélegezzen be, miközben végrehajtja a mozgás ezen részét. „; „Kezdje felemelni a rúdot kilégzéskor úgy, hogy a sarokkal vagy a lábad közepével nyomja meg a padlót, miközben kiegyenesíti a lábakat, és kinyújtja a csípőt, hogy visszatérjen a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Barbell_Full_Squat/0.jpg""; ""Barbell_Full_Squat/1.jpg""]";Barbell_Full_Squat
49;Rúddal Végzett Farizom Híd;push;intermediate;compound;rúd;[13];"[10; 5]";"[Kezdje a földön ülni egy terhelt súlyzóval a lábad fölött. A zsírrudak használata vagy a rúdon lévő párna jelentősen csökkentheti a gyakorlat által okozott kellemetlenségeket. Tekerje le a rudat úgy, hogy közvetlenül a csípője fölé legyen; és feküdjönön laposan a padlóra. „; „Kezdje a mozgást úgy, hogy a sarkával haladjon át, és függőlegesen nyújtsa a csípőjét a rúdon keresztül. Súlyát a hát felső részének és a lábak sarkának kell támasztania. „; „Nyújtsa ki, amennyire csak lehetséges, majd fordítsa meg a mozgást, hogy visszatérjen a kiindulási helyzetbe.]";powerlifting;"[""Barbell_Glute_Bridge/0.jpg""; ""Barbell_Glute_Bridge/1.jpg""]";Barbell_Glute_Bridge
50;Rúddal Végzett Guillotine Fekvenyomás;push;intermediate;compound;rúd;[4];"[2; 6]";"[Közepes szélességű markolat használatával (olyan markolat, amely 90 fokos szöget hoz létre az alkar és a felkar közötti mozgás közepén); emelje fel a rudat az állványról, és tartsa egyenesen a nyakán, rögzített karjaival. Ez lesz a kiindulási pozíciód. „; „Ahogy belélegzel, lassan húzza le a rudat, amíg körülbelül 1 hüvelykre van a nyakadtól. „; „Egy második szünet után vigye vissza a rudat a kiindulási helyzetbe, miközben kilélegzi, és nyomja meg a rudat a mellkasi izmaival. Zárja be a karját, és nyomja össze a mellkasát összehúzott helyzetben; tartsa egy másodpercig, majd lassan kezdjejen újra leereszkedni. Legalább kétszer annyi időbe kell tartania, amíg le kell mennie, mint feljönni. „; „Ismételje meg a mozgást az előírt mennyiségű ismétléshez. „; „Ha kész, helyezze vissza a rudat az állványba.]";strength;"[""Barbell_Guillotine_Bench_Press/0.jpg""; ""Barbell_Guillotine_Bench_Press/1.jpg""]";Barbell_Guillotine_Bench_Press
51;Rúdos Hack Guggolás;push;intermediate;compound;rúd;[1];"[10; 12; 5]";"[Álljon fel egyenesen, miközben karhosszban tartja mögött a súlyzót, a lábát pedig vállszélességben. Tipp: A vállszélességű markolat a legjobb, ha a tenyér hátra néz. Ehhez a gyakorlathoz csuklóburkolókat használhat a jobb tapadás érdekében. Ez lesz a kiindulási pozíciód. „; „Miközben a fejét és a szemét felfelé és hátul egyenesen tartsa; guggoljon, amíg a felső combok párhuzamos nem állnak a padlóval. Lélegezz be, miközben lassan lemegy. „; „Főleg a láb sarkával nyomja meg, és szorítsa meg a combokat; menjen vissza felfelé, amikor kilélegzel. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Barbell_Hack_Squat/0.jpg""; ""Barbell_Hack_Squat/1.jpg""]";Barbell_Hack_Squat
52;Rúdos Csípőemelés;push;intermediate;compound;rúd;[13];"[10; 5]";"[Kezdje a földön ülni egy paddal közvetlenül mögötted. Tegyen egy terhelt súlyzó a lábad fölött. A zsírrudak használata vagy a rúdon lévő párna jelentősen csökkentheti a gyakorlat által okozott kellemetlenségeket. „; „Gördítse le a rudat úgy, hogy közvetlenül a csípője fölé legyen; és támaszkodjon hátra a padra úgy, hogy a lapocka a tetejéhez közel legyen. „; „Kezdje a mozgást úgy, hogy áthalad a lábadon; a csípőjét függőlegesen nyújtsa ki a rúdon keresztül. Súlyát a válllapátoknak és a lábadnak kell támasztania. Nyújtsa ki a lehető legnagyobb mértékben, majd fordítsa meg a mozgást, hogy visszatérjen a kiindulási helyzetbe. ]";powerlifting;"[""Barbell_Hip_Thrust/0.jpg""; ""Barbell_Hip_Thrust/1.jpg""]";Barbell_Hip_Thrust
53;Ferde Fekvenyomás – Közepes Fogás (rúddal);push;beginner;compound;rúd;[4];"[2; 6]";"[Feküdjön le egy lejtős padra. Közepes szélességű markolat használatával (olyan markolat, amely 90 fokos szöget hoz létre az alkar és a felkar közötti mozgás közepén); emelje fel a rudat az állványról, és tartsa egyenesen felett, rögzített karjaival. Ez lesz a kiindulási pozíciód. „; „Miközben belélegzel; gyere le lassan, amíg meg nem érzed a mellkasodon lévő rúdot. „; „Egy második szünet után vigye vissza a rudat a kiindulási helyzetbe, miközben kilélegzi, és nyomja meg a rudat a mellkasi izmaival. Rögzítse a karjait összehúzott helyzetbe; nyomja meg a mellkasát; tartsa egy másodpercig, majd lassan kezdjejen újra leereszkedni. Tipp: legalább kétszer annyi időbe kell tartania, amíg le kell mennie, mint feljönni. „; „Ismételje meg a mozgást az előírt mennyiségű ismétléshez. „; „Ha kész, helyezze vissza a rudat az állványba.]";strength;"[""Barbell_Incline_Bench_Press_-_Medium_Grip/0.jpg""; ""Barbell_Incline_Bench_Press_-_Medium_Grip/1.jpg""]";Barbell_Incline_Bench_Press_-_Medium_Grip
54;Ferde Válloldalemelés Rúddal;push;beginner;compound;rúd;[2];[4];"[Feküdjön le egy lejtős padra. Közepes szélességű markolat használatával (egy markolat, amely kissé szélesebb, mint a vállszélesség); emelje fel a rudat az állványról, és tartsa egyenesen felett karjaival. Ez lesz a kiindulási pozíciód. „; „Miközben a karokat egyenesen tartja; emelje fel a rudat a lapockáinak elhúzásával; emelje fel a vállakat a padról, miközben kilélegzi. „; „Helyezze vissza a rudat a kiindulási helyzetbe, miközben belélegzel. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Barbell_Incline_Shoulder_Raise/0.jpg""; ""Barbell_Incline_Shoulder_Raise/1.jpg""]";Barbell_Incline_Shoulder_Raise
55;Rúdos Kitörés;push;intermediate;compound;rúd;[1];"[10; 13; 5]";"[Ezt a gyakorlatot biztonsági okokból legjobban guggoló állványon belül lehet végrehajtani. Először; először állítsa a rudat egy állványra, közvetlenül a vállszint alatt. A megfelelő magasság kiválasztása és a rúd betöltése után lépjenen a rúd alá, és helyezze át a váll hátulját (kissé a nyak alá). „; „Tartsa a rudat mindkét oldalán mindkét karjával, és emelje le az állványról úgy, hogy először a lábával nyomja meg, és ugyanakkor kiegyenesíti a törzset. „; „Lépjen el az állványtól, és lépjenen előre a jobb lábával, és guggoljon le a csípőn; miközben tartsa a törzset egyenesen és fenntartsa az egyensúlyt. Lélegezzen be, amikor lefelé mész. Megjegyzés: Ne hagyja, hogy a térde túlmenjen a lábujjakon túl, amikor leereszkedik; mivel ez felesleges stresszt okoz a térdízületre. li>”; „Főleg a láb sarkát használja; nyomja fel, és kilégzéskor menjen vissza a kiindulási helyzetbe. „; „Ismételje meg a mozgást az ajánlott ismétlés mennyiségéhez, majd végezze el a bal lábbal.]";strength;"[""Barbell_Lunge/0.jpg""; ""Barbell_Lunge/1.jpg""]";Barbell_Lunge
